Customer_ID,Name,Segment,Total_Balance,Silent_Churn_Risk_Index,Risk_Band,Primary_Risk_Reason,Secondary_Risk_Reason,Why_At_Risk,Risk_Archetype,Recommended_Action,Dim1_Value,Dim2_Outflow,Dim3_Digital,Dim4_Service,Dim5_Credit,Dim6_Data_Confidence
CUST_00660,Ananya Naidu,Mass Retail,4454.36,43.79,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (1 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,4.38,16.66,6.33,13.63,1.96,0.83
CUST_00661,Harish Verma,Mass Retail,88483.66,35.96,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.38,13.26,7.26,5.1,1.96,0.0
CUST_00662,Aarav Mehta,Mass Retail,2759.76,31.03,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.82,14.21,6.94,5.1,1.96,0.0
CUST_00663,Sahil Agarwal,Mass Retail,78538.18,46.28,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.81,15.51,14.9,5.1,1.96,0.0
CUST_00664,Nandini Desai,Mass Retail,28106.98,37.07,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.22,9.42,14.37,5.1,1.96,0.0
CUST_00665,Arjun Agarwal,Privileged,10606.31,49.63,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 15/25); Declining digital engagement (score: 13/20); Service friction (2 complaints, CSAT: 4.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.72,15.47,13.45,12.03,1.96,0.0
CUST_00666,Neha Desai,Mass Retail,31240.73,44.84,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (2 complaints, CSAT: 4.0); Credit stress (Max DPD: 7.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,7.21,13.51,6.94,12.14,5.04,0.0
CUST_00667,Rakesh Nair,Mass Retail,27569.22,32.72,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,6.17,10.14,4.45,10.0,1.96,0.0
CUST_00668,Divya Patel,Mass Retail,7002.75,21.59,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.71,9.82,1.0,5.1,1.96,0.0
CUST_00669,Gaurav Choudhary,Mass Retail,102502.15,35.82,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,9.21,14.82,4.73,5.1,1.96,0.0
CUST_00670,Shreya Rao,Mass Retail,9719.0,27.12,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.18,13.53,2.35,5.1,1.96,0.0
CUST_00671,Divya Iyer,Mass Retail,5930.98,40.78,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,3.51,13.78,16.43,5.1,1.96,0.0
CUST_00672,Rakesh Desai,Mass Retail,45859.7,35.77,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.25,9.29,7.19,10.08,1.96,0.0
CUST_00673,Mohan Menon,Mass Retail,20749.54,37.85,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 60.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,8.28,13.77,4.76,5.1,5.94,0.0
CUST_00674,Rohan Joshi,Mass Retail,25379.23,50.98,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 17/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.74,16.07,16.66,7.47,4.04,0.0
CUST_00675,Aditya Kumar,Privileged,319447.35,58.64,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 15/20); Credit stress (Max DPD: 10.0),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,13.52,13.93,15.0,10.85,5.34,0.0
CUST_00676,Nikhil Kumar,Mass Retail,97304.83,41.5,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,9.88,14.95,7.32,5.1,4.25,0.0
CUST_00677,Yash Kulkarni,Mass Retail,1575.14,27.9,Low,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,2.62,8.68,2.49,12.15,1.96,0.0
CUST_00678,Rahul Desai,Mass Retail,7389.63,40.33,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.78,10.76,13.58,10.25,1.96,0.0
CUST_00679,Bhavya Verma,Mass Retail,122032.1,40.47,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 11.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,10.19,13.57,6.2,5.1,5.41,0.0
CUST_00680,Harish Mehta,Wealth,547974.72,54.4,High,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 18/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,14.83,17.82,6.48,11.64,1.96,1.67
CUST_00681,Nikhil Sharma,Mass Retail,6809.25,27.02,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.28,13.58,2.1,5.1,1.96,0.0
CUST_00682,Neha Naidu,Mass Retail,120917.46,43.49,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (3 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.83,11.86,6.52,14.32,1.96,0.0
CUST_00683,Rohan Verma,Mass Retail,19904.67,37.8,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 60.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,6.85,14.99,4.92,5.1,5.94,0.0
CUST_00684,Rohan Desai,Mass Retail,6581.69,41.52,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 3.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.64,8.56,14.08,13.28,1.96,0.0
CUST_00685,Ishita Mishra,Mass Retail,44966.55,53.64,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (4 complaints, CSAT: 3.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.81,14.75,13.58,15.54,1.96,0.0
CUST_00686,Srinivas Desai,Mass Retail,-550.97,39.81,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 2.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,2.46,4.56,15.47,14.53,1.96,0.83
CUST_00687,Varun Patel,Privileged,156568.03,48.0,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (1 complaints, CSAT: 5.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,12.12,14.08,7.53,12.31,1.96,0.0
CUST_00688,Lakshmi Verma,Mass Retail,1274.29,39.32,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.07,12.94,5.61,11.93,4.77,0.0
CUST_00689,Sneha Nair,Privileged,48470.9,44.72,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,10.53,13.37,5.25,11.32,4.25,0.0
CUST_00690,Pooja Patel,Privileged,103529.17,44.8,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (2 complaints, CSAT: 2.5); Credit stress (Max DPD: 10.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,11.77,10.85,1.38,15.46,5.34,0.0
CUST_00691,Ishita Desai,Privileged,62127.51,42.39,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (3 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,10.22,11.32,5.02,13.04,1.96,0.83
CUST_00692,Ravi Nair,Privileged,155774.72,37.43,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,11.51,13.08,0.92,9.96,1.96,0.0
CUST_00693,Kavya Verma,Mass Retail,41470.6,51.38,High,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.54,12.06,15.26,11.48,4.04,0.0
CUST_00694,Ananya Agarwal,Privileged,469413.93,41.62,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 18/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,12.36,17.75,4.45,5.1,1.96,0.0
CUST_00695,Kavya Mehta,Mass Retail,5593.64,43.53,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.44,8.53,14.96,14.64,1.96,0.0
CUST_00696,Meera Menon,Mass Retail,6695.54,36.34,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 17/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,4.26,17.16,7.86,5.1,1.96,0.0
CUST_00697,Ravi Naidu,Mass Retail,35664.94,50.43,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20); Credit stress (Max DPD: 7.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,8.82,16.96,14.51,5.1,5.04,0.0
CUST_00698,Lakshmi Kumar,Privileged,78405.36,62.37,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20); Service friction (3 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.35,17.4,16.13,13.04,4.45,0.0
CUST_00699,Sahil Iyer,Mass Retail,87274.53,48.95,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.96,14.43,16.13,7.47,1.96,0.0
CUST_00700,Ananya Rao,Mass Retail,72099.37,37.44,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.69,14.44,7.25,5.1,1.96,0.0
CUST_00701,Vikas Gupta,Mass Retail,31760.39,37.6,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.5,8.19,15.85,5.1,1.96,0.0
CUST_00702,Rohan Rao,Mass Retail,10277.47,46.8,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.86,14.08,14.11,11.79,1.96,0.0
CUST_00703,Divya Agarwal,Mass Retail,14255.51,34.92,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.87,14.92,8.07,5.1,1.96,0.0
CUST_00704,Nandini Kulkarni,Mass Retail,20113.62,51.01,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.02,16.21,15.1,7.91,4.77,0.0
CUST_00705,Sahil Menon,Mass Retail,5935.64,30.87,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.11,14.6,5.1,5.1,1.96,0.0
CUST_00706,Deepa Bose,Privileged,34476.88,49.32,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.06,10.51,15.19,12.6,1.96,0.0
CUST_00707,Arjun Desai,Privileged,330818.07,54.15,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (4 complaints, CSAT: 2.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,12.79,17.23,6.16,16.01,1.96,0.0
CUST_00708,Rahul Kulkarni,Mass Retail,8890.65,29.72,Low,CREDIT_STRESS,,Credit stress (Max DPD: 11.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,4.8,5.22,2.67,11.62,5.41,0.0
CUST_00709,Srinivas Choudhary,Privileged,60594.47,56.41,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 18/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,10.93,17.75,15.18,8.51,4.04,0.0
CUST_00710,Vikas Agarwal,Privileged,87480.09,41.02,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 4.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,10.76,8.43,6.33,13.54,1.96,0.0
CUST_00711,Raj Rao,Mass Retail,160345.84,50.68,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 17/25); Service friction (2 complaints, CSAT: 1.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,11.1,16.72,2.02,15.93,4.91,0.0
CUST_00712,Lakshmi Sharma,Privileged,121427.16,48.34,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (2 complaints, CSAT: 2.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,11.98,13.87,4.61,13.26,4.62,0.0
CUST_00713,Varun Verma,Privileged,36866.4,44.57,Moderate,HIGH_RECENT_OUTFLOW,,High recent debit outflow (score: 18/25),B: High Outflow + Weak Supporting Evidence,Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,9.2,17.81,7.4,8.2,1.96,0.0
CUST_00714,Aditya Gupta,Mass Retail,62069.82,37.5,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.57,13.11,2.69,8.51,4.62,0.0
CUST_00715,Neha Choudhary,Privileged,32127.29,47.41,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 17/20); Credit stress (Max DPD: 9.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,9.67,10.63,16.75,5.1,5.26,0.0
CUST_00716,Karan Kumar,Wealth,71470.96,45.51,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,"Service friction (4 complaints, CSAT: 3.75)",F: No Dominant Archetype,Standard monitoring; no immediate action required,13.02,10.24,1.29,16.19,4.77,0.0
CUST_00717,Kiran Menon,Mass Retail,9767.72,36.04,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,4.78,13.49,5.81,10.0,1.96,0.0
CUST_00718,Akash Desai,Mass Retail,18586.02,50.61,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 15/25); Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,6.12,15.36,14.87,8.81,4.62,0.83
CUST_00719,Arvind Kumar,Mass Retail,37559.81,44.34,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,7.44,13.48,13.55,7.91,1.96,0.0
CUST_00720,Ishita Mehta,Privileged,1122202.92,49.03,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 13.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,14.14,7.92,16.33,5.1,5.54,0.0
CUST_00721,Bhavya Sharma,Mass Retail,48483.44,28.07,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.38,8.53,5.1,5.1,1.96,0.0
CUST_00722,Rakesh Menon,Mass Retail,8780.53,30.11,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 7.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.53,10.38,4.06,5.1,5.04,0.0
CUST_00723,Harish Rao,Privileged,42334.45,52.91,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.24,8.97,15.08,13.54,4.25,0.83
CUST_00724,Kavya Sharma,Mass Retail,7048.31,25.72,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.71,8.68,6.27,5.1,1.96,0.0
CUST_00725,Sahil Kumar,Mass Retail,73896.14,41.04,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.87,12.29,8.49,5.1,4.62,1.67
CUST_00726,Manish Gupta,Mass Retail,38533.55,53.7,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 14/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.99,16.36,14.15,9.58,4.62,0.0
CUST_00727,Rahul Joshi,Mass Retail,12855.63,54.28,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 17/20); Service friction (3 complaints, CSAT: 4.33)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.17,13.57,16.72,12.08,4.91,0.83
CUST_00728,Rahul Bose,Privileged,18767.67,34.98,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,7.78,12.16,5.42,7.66,1.96,0.0
CUST_00729,Harish Reddy,Mass Retail,17525.47,44.99,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,"High recent debit outflow (score: 16/25); Service friction (2 complaints, CSAT: 3.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,5.25,16.28,7.25,14.25,1.96,0.0
CUST_00730,Arjun Agarwal,Wealth,321491.72,62.21,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 2.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,14.73,15.5,15.45,12.28,4.25,0.0
CUST_00731,Ravi Rao,Privileged,53948.35,48.13,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 13/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,10.58,16.21,13.45,5.1,1.96,0.83
CUST_00732,Pranav Rao,Mass Retail,8250.45,38.2,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 15/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,3.95,8.7,15.08,8.51,1.96,0.0
CUST_00733,Aarav Patel,Privileged,1573155.03,36.58,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,12.71,10.84,5.97,5.1,1.96,0.0
CUST_00734,Raj Reddy,Mass Retail,3433.05,40.33,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 3.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,2.95,14.9,8.0,12.52,1.96,0.0
CUST_00735,Rahul Mehta,Wealth,734858.47,46.78,Moderate,CREDIT_STRESS,HIGH_CUSTOMER_VALUE,"Credit stress (Max DPD: 14.0); High-value customer (Balance: ₹734,858)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,15.82,11.77,6.14,7.47,5.58,0.0
CUST_00736,Akash Sharma,Mass Retail,65920.64,51.59,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (2 complaints, CSAT: 3.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.92,10.12,16.37,15.22,1.96,0.0
CUST_00737,Varun Choudhary,Privileged,28334.01,50.21,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 13/20); Credit stress (Max DPD: 15.0),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.39,10.93,13.41,10.85,5.63,0.0
CUST_00738,Srinivas Patel,Privileged,3109.45,31.62,Moderate,RECENT_SERVICE_FRICTION,HIGH_COMPLAINT_FREQUENCY,"Service friction (4 complaints, CSAT: 4.25)",F: No Dominant Archetype,Standard monitoring; no immediate action required,5.28,9.11,2.71,12.56,1.96,0.0
CUST_00739,Raj Nair,Mass Retail,8110.31,49.49,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 3.5)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,3.92,14.91,15.28,13.42,1.96,0.0
CUST_00740,Ravi Verma,Mass Retail,15929.6,47.69,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 16/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.82,8.43,15.93,12.6,4.91,0.0
CUST_00741,Sanjay Iyer,Mass Retail,9984.9,32.58,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 13/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,4.22,8.0,13.3,5.1,1.96,0.0
CUST_00742,Ishita Gupta,Mass Retail,4584.05,40.61,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 16/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,3.2,14.18,16.17,5.1,1.96,0.0
CUST_00743,Sahil Choudhary,Mass Retail,2170.1,51.04,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.22,16.4,15.86,10.52,4.04,0.0
CUST_00744,Mohan Iyer,Mass Retail,10789.81,30.76,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,"Service friction (1 complaints, CSAT: 1.0)",F: No Dominant Archetype,Standard monitoring; no immediate action required,5.86,3.6,2.12,13.9,4.45,0.83
CUST_00745,Shreya Mehta,Mass Retail,6887.44,29.91,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,3.69,11.73,1.51,11.02,1.96,0.0
CUST_00746,Nikhil Verma,Mass Retail,1871.68,25.45,Low,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.67,14.2,1.52,5.1,1.96,0.0
CUST_00747,Kavya Bose,Mass Retail,8182.25,39.06,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,"Service friction (3 complaints, CSAT: 3.33); Credit stress (Max DPD: 17.0)",D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,6.18,10.85,1.43,14.89,5.71,0.0
CUST_00748,Pranav Choudhary,Mass Retail,12356.46,53.65,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20); Service friction (4 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.19,16.7,15.97,13.0,1.96,0.83
CUST_00749,Mohan Menon,Privileged,117502.29,56.16,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,Declining digital engagement (score: 14/20); Credit stress (Max DPD: 8.0),C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,12.69,12.83,14.34,11.15,5.15,0.0
CUST_00750,Charan Singh,Mass Retail,37847.06,47.98,Moderate,RECENT_SERVICE_FRICTION,,"Service friction (2 complaints, CSAT: 3.5)",F: No Dominant Archetype,Standard monitoring; no immediate action required,8.2,12.69,7.27,15.78,4.04,0.0
CUST_00751,Nandini Bose,Mass Retail,75495.2,36.72,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,Declining digital engagement (score: 17/20),F: No Dominant Archetype,Standard monitoring; no immediate action required,8.9,4.14,16.62,5.1,1.96,0.0
CUST_00752,Varun Iyer,Mass Retail,14953.42,30.47,Moderate,CREDIT_STRESS,,Credit stress (Max DPD: 15.0),D: Credit Stress Driven Risk,Branch credit review; restructuring eligibility check; RM counseling,5.7,8.22,5.82,5.1,5.63,0.0
CUST_00753,Ananya Patel,Mass Retail,2942.88,30.88,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,2.85,13.56,6.58,5.1,1.96,0.83
CUST_00754,Kiran Nair,Mass Retail,11469.72,44.41,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,"Declining digital engagement (score: 14/20); Service friction (2 complaints, CSAT: 4.0)",C: Digital Decline + Service Friction,Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.46,11.41,14.28,12.3,1.96,0.0
CUST_00755,Meera Mehta,Privileged,30034.2,33.21,Moderate,NO_SIGNIFICANT_SIGNAL,,No significant risk signals,F: No Dominant Archetype,Standard monitoring; no immediate action required,8.77,8.81,1.98,11.69,1.96,0.0
