Customer_ID,Name,DOB,PAN,Email,Phone,Address,Segment,KYC_Status,Onboarding_Date,Name_raw,PAN_raw,Email_raw,Phone_raw,Segment_raw,KYC_Status_raw
CUST_00730,Arjun Agarwal,1984-10-04,LOHTE2201O,arjunagarwal.730@yahoo.com,+917260660110,"11, Park Street",Wealth,Completed,2025-12-23,Arjun Agarwal,LOHTE2201O,arjunagarwal.730@yahoo.com,917260660110,Wealth,Completed
CUST_00731,Ravi Rao,1957-03-07,OAEYK1946S,ravirao.731@gmail.com,+916392459430,"37, Lake View Road",Privileged,Pending,2021-08-04,Ravi Rao,OAEYK1946S,ravirao.731@gmail.com,916392459430,Privileged,Pending
CUST_00732,Pranav Rao,1950-01-03,WIBSR4027O,pranavrao.732@gmail.com,+916989109574,"141, Market Road",Mass Retail,,2021-12-23,Pranav Rao,WIBSR4027O,pranavrao.732@gmail.com,916989109574,Mass Retail,
CUST_00733,Aarav Patel,1967-01-16,MUPLN6306Y,aaravpatel.733@gmail.com,+917686832975,"470, Lake View Road",Privileged,Completed,2023-02-21,Aarav Patel,MUPLN6306Y,aaravpatel.733@gmail.com,917686832975,Privileged,Completed
CUST_00734,Raj Reddy,1962-03-09,WZLNI4680J,rajreddy.734@apexbankmail.com,+917114785460,"859, Park Street",Mass Retail,Completed,2024-10-28,Raj Reddy,WZLNI4680J,rajreddy.734@apexbankmail.com,917114785460,Mass Retail,Completed
CUST_00735,Rahul Mehta,1986-07-21,TRETZ8211X,rahulmehta.735@outlook.com,+919155375536,"697, Market Road",Wealth,Completed,2024-06-05,Rahul Mehta,TRETZ8211X,rahulmehta.735@outlook.com,919155375536,Wealth,Completed
CUST_00736,Akash Sharma,1996-07-11,TEQWN3084U,akashsharma.736@apexbankmail.com,+918873316026,"37, Park Street",Mass Retail,Completed,2023-12-06,Akash Sharma,TEQWN3084U,akashsharma.736@apexbankmail.com,918873316026,Mass Retail,Completed
CUST_00737,Varun Choudhary,1949-05-12,WTVDQ2677Q,varunchoudhary.737@gmail.com,+919701754501,"124, Lake View Road",Privileged,Completed,2025-01-21,Varun Choudhary,WTVDQ2677Q,varunchoudhary.737@gmail.com,919701754501,Privileged,Completed
CUST_00738,Srinivas Patel,2003-01-02,YPVAH2362T,srinivaspatel.738@outlook.com,+919068739229,"828, Lake View Road",Privileged,Completed,2024-05-19,Srinivas Patel,YPVAH2362T,srinivaspatel.738@outlook.com,919068739229,Privileged,Completed
CUST_00739,Raj Nair,1959-11-21,NPYQY7868V,rajnair.739@apexbankmail.com,+918943068928,"353, Station Road",Mass Retail,Completed,2021-11-30,Raj Nair,NPYQY7868V,rajnair.739@apexbankmail.com,918943068928,Mass Retail,Completed
CUST_00740,Ravi Verma,1985-01-16,FPKXW6188Y,raviverma.740@apexbankmail.com,+917258307957,"744, Park Street",Mass Retail,Completed,2021-12-21,Ravi Verma,FPKXW6188Y,raviverma.740@apexbankmail.com,917258307957,Mass Retail,Completed
CUST_00741,Sanjay Iyer,1994-03-28,SZGQO6147P,sanjayiyer.741@yahoo.com,+918173780657,"95, Lake View Road",Mass Retail,,2025-07-01,Sanjay Iyer,SZGQO6147P,sanjayiyer.741@yahoo.com,918173780657,Mass Retail,
CUST_00742,Ishita Gupta,1996-03-17,ICUXH9702Q,ishitagupta.742@gmail.com,+916433875572,"88, Park Street",Mass Retail,Completed,2022-03-27,Ishita Gupta,ICUXH9702Q,ishitagupta.742@gmail.com,916433875572,Mass Retail,Completed
CUST_00743,Sahil Choudhary,1968-11-22,PNPIT5258Y,sahilchoudhary.743@outlook.com,+916696223984,"921, MG Road",Mass Retail,Completed,2023-09-08,Sahil Choudhary,PNPIT5258Y,sahilchoudhary.743@outlook.com,916696223984,Mass Retail,Completed
CUST_00744,Mohan Iyer,1952-10-02,WWOCB9436T,mohaniyer.744@yahoo.com,+916513770234,"881, MG Road",Mass Retail,Pending,2022-07-16,Mohan Iyer,WWOCB9436T,mohaniyer.744@yahoo.com,916513770234,Mass Retail,Pending
CUST_00745,Shreya Mehta,2002-08-11,KQUSE9874B,shreyamehta.745@gmail.com,+919661603062,"798, Park Street",Mass Retail,Completed,2026-06-07,Shreya Mehta,KQUSE9874B,shreyamehta.745@gmail.com,919661603062,Mass Retail,Completed
CUST_00746,Nikhil Verma,1993-01-04,OFHOL1178L,nikhilverma.746@apexbankmail.com,+917607703147,"244, Station Road",Mass Retail,Completed,2022-04-05,Nikhil Verma,OFHOL1178L,nikhilverma.746@apexbankmail.com,917607703147,Mass Retail,Completed
CUST_00747,Kavya Bose,1986-08-11,OVVWQ8660I,kavyabose.747@gmail.com,+917310263787,"331, Station Road",Mass Retail,Completed,2026-02-08,Kavya Bose,OVVWQ8660I,kavyabose.747@gmail.com,917310263787,Mass Retail,Completed
CUST_00748,Pranav Choudhary,1974-06-14,TUYVN4110Q,pranavchoudhary.748@outlook.com,+919438455503,"782, Market Road",Mass Retail,Pending,2026-07-02,Pranav Choudhary,TUYVN4110Q,pranavchoudhary.748@outlook.com,919438455503,Mass Retail,Pending
CUST_00749,Mohan Menon,1995-03-25,UBZPW2824E,mohanmenon.749@gmail.com,+917527134236,"622, Lake View Road",Privileged,Completed,2026-05-23,Mohan Menon,UBZPW2824E,mohanmenon.749@gmail.com,917527134236,Privileged,Completed
CUST_00750,Charan Singh,1950-11-16,JICEW7871J,charansingh.750@gmail.com,+919559085048,"886, Park Street",Mass Retail,Completed,2023-12-30,Charan Singh,JICEW7871J,charansingh.750@gmail.com,919559085048,Mass Retail,Completed
CUST_00751,Nandini Bose,1971-02-19,OJVCY4103A,nandinibose.751@outlook.com,+916967921940,"713, Lake View Road",Mass Retail,Completed,2021-07-14,Nandini Bose,OJVCY4103A,nandinibose.751@outlook.com,916967921940,Mass Retail,Completed
CUST_00752,Varun Iyer,1977-02-28,CUTRS7751S,varuniyer.752@gmail.com,+916432695628,"854, Lake View Road",Mass Retail,Completed,2021-04-21,Varun Iyer,CUTRS7751S,varuniyer.752@gmail.com,916432695628,Mass Retail,Completed
CUST_00753,Ananya Patel,2003-11-20,ZBZTJ8015Y,ananyapatel.753@yahoo.com,+916300737556,"552, Market Road",Mass Retail,Pending,2021-06-29,Ananya Patel,ZBZTJ8015Y,ananyapatel.753@yahoo.com,916300737556,Mass Retail,Pending
CUST_00754,Kiran Nair,1976-06-10,DXJXL5301M,kirannair.754@gmail.com,+916378219812,"636, Station Road",Mass Retail,Completed,2025-08-13,Kiran Nair,DXJXL5301M,kirannair.754@gmail.com,916378219812,Mass Retail,Completed
CUST_00755,Meera Mehta,1973-02-23,QSQOS5338Z,meeramehta.755@yahoo.com,+917682190289,"996, Station Road",Privileged,Completed,2023-10-21,Meera Mehta,QSQOS5338Z,meeramehta.755@yahoo.com,917682190289,Privileged,Completed
CUST_00756,Vikas Mehta,1953-03-03,OCIXB4399L,vikasmehta.756@outlook.com,+917242035290,"881, Station Road",Wealth,Completed,2022-12-03,Vikas Mehta,OCIXB4399L,vikasmehta.756@outlook.com,917242035290,Wealth,Completed
CUST_00757,Priya Agarwal,2004-08-06,QICUQ9013P,priyaagarwal.757@gmail.com,+919049117324,"651, Station Road",Mass Retail,Completed,2021-05-12,Priya Agarwal,QICUQ9013P,priyaagarwal.757@gmail.com,919049117324,Mass Retail,Completed
CUST_00758,Pooja Desai,1977-03-23,VAHIH6124N,poojadesai.758@yahoo.com,+917690935739,"596, Station Road",Privileged,Completed,2023-07-28,Pooja Desai,VAHIH6124N,poojadesai.758@yahoo.com,917690935739,Privileged,Completed
CUST_00759,Vikas Kulkarni,1998-11-26,ILXXR4687F,vikaskulkarni.759@yahoo.com,+919902099843,"589, Station Road",Privileged,Completed,2024-08-05,Vikas Kulkarni,ILXXR4687F,vikaskulkarni.759@yahoo.com,919902099843,Privileged,Completed
CUST_00760,Lakshmi Desai,1967-10-10,TBBOG7657S,lakshmidesai.760@outlook.com,+919703399022,"505, Market Road",Mass Retail,Completed,2024-06-17,Lakshmi Desai,TBBOG7657S,lakshmidesai.760@outlook.com,919703399022,Mass Retail,Completed
CUST_00761,Kavya Desai,1958-09-10,IQHNE8636E,kavyadesai.761@apexbankmail.com,+919648637435,"947, Park Street",Mass Retail,Completed,2022-03-20,Kavya Desai,IQHNE8636E,kavyadesai.761@apexbankmail.com,919648637435,Mass Retail,Completed
CUST_00762,Raj Reddy,1951-07-27,DZHUQ3855O,rajreddy.762@apexbankmail.com,+918303705239,"774, Park Street",Mass Retail,Completed,2025-04-19,Raj Reddy,DZHUQ3855O,rajreddy.762@apexbankmail.com,918303705239,Mass Retail,Completed
CUST_00763,Ravi Sharma,1983-01-10,ILEUH6521I,ravisharma.763@yahoo.com,+916585795101,"978, Park Street",Privileged,Completed,2025-03-07,Ravi Sharma,ILEUH6521I,ravisharma.763@yahoo.com,916585795101,Privileged,Completed
CUST_00764,Karan Naidu,1953-06-12,ZCKGO6605R,karannaidu.764@yahoo.com,+918647938577,"518, Station Road",Privileged,Completed,2025-02-20,Karan Naidu,ZCKGO6605R,karannaidu.764@yahoo.com,918647938577,Privileged,Completed
CUST_00765,Manish Reddy,1948-05-07,BYXXJ9302K,manishreddy.765@apexbankmail.com,+919711306790,"601, Lake View Road",Wealth,Completed,2024-04-12,Manish Reddy,BYXXJ9302K,manishreddy.765@apexbankmail.com,919711306790,Wealth,Completed
CUST_00766,Manish Mishra,2000-04-08,KSOPW2270S,manishmishra.766@apexbankmail.com,+919804717201,"335, Lake View Road",Mass Retail,Completed,2023-06-22,Manish Mishra,KSOPW2270S,manishmishra.766@apexbankmail.com,919804717201,Mass Retail,Completed
CUST_00767,Bhavya Joshi,1983-01-07,HCRDC3952T,bhavyajoshi.767@yahoo.com,+917150726306,"706, Park Street",Mass Retail,Completed,2025-10-25,Bhavya Joshi,HCRDC3952T,bhavyajoshi.767@yahoo.com,917150726306,Mass Retail,Completed
CUST_00768,Akash Rao,1998-07-22,SEBDW6524K,akashrao.768@apexbankmail.com,+918047299989,"690, Lake View Road",Privileged,Pending,2026-03-29,Akash Rao,SEBDW6524K,akashrao.768@apexbankmail.com,918047299989,Privileged,Pending
CUST_00769,Priya Bose,1991-10-12,OPVFT1126X,priyabose.769@gmail.com,+919426568980,"899, Park Street",Mass Retail,Completed,2025-03-21,Priya Bose,OPVFT1126X,priyabose.769@gmail.com,919426568980,Mass Retail,Completed
CUST_00770,Rohan Desai,1976-03-19,SPLPW4577W,@gmail.com,+919108440558,"686, Market Road",Mass Retail,Completed,2023-12-26,Rohan Desai,SPLPW4577W,@gmail.com,919108440558,Mass Retail,Completed
CUST_00771,Neha Reddy,1994-01-13,TMBYL2413S,nehareddy.771@apexbankmail.com,+917688861128,"137, Market Road",Mass Retail,Completed,2022-03-10,Neha Reddy,TMBYL2413S,nehareddy.771@apexbankmail.com,917688861128,Mass Retail,Completed
CUST_00772,Yash Bose,1960-09-01,QGBGM6347S,yashbose.772@gmail.com,+916669926284,"282, MG Road",Privileged,Completed,2021-07-16,Yash Bose,QGBGM6347S,yashbose.772@gmail.com,916669926284,Privileged,Completed
CUST_00773,Ananya Desai,1978-11-04,VWBTF6002U,ananyadesai.773@apexbankmail.com,+919510991733,"441, Park Street",Mass Retail,Completed,2024-08-10,Ananya Desai,VWBTF6002U,ananyadesai.773@apexbankmail.com,919510991733,Mass Retail,Completed
CUST_00774,Rohan Kumar,1963-09-23,JOGFL9024R,rohankumar.774@gmail.com,+918821513543,"516, Lake View Road",Mass Retail,Completed,2022-01-19,Rohan Kumar,JOGFL9024R,rohankumar.774@gmail.com,918821513543,Mass Retail,Completed
CUST_00775,Nikhil Bose,1993-03-09,CYPZL3327C,nikhilbose.775@outlook.com,+918206045355,"102, Lake View Road",Mass Retail,Completed,2025-01-28,Nikhil Bose,CYPZL3327C,nikhilbose.775@outlook.com,918206045355,Mass Retail,Completed
CUST_00776,Rakesh Mishra,1990-01-20,IVNSG1892D,rakeshmishra.776@outlook.com,+916659740650,"492, Market Road",Mass Retail,Completed,2021-09-20,Rakesh Mishra,IVNSG1892D,rakeshmishra.776@outlook.com,916659740650,Mass Retail,Completed
CUST_00777,Aditya Gupta,1995-05-23,VGDBR6653U,adityagupta.777@gmail.com,+919538145717,"850, Station Road",Mass Retail,Pending,2022-12-01,Aditya Gupta,VGDBR6653U,adityagupta.777@gmail.com,919538145717,Mass Retail,Pending
CUST_00778,Rahul Sharma,1978-03-16,PSUSI6158L,rahulsharma.778@gmail.com,+916445307546,"186, MG Road",Mass Retail,Pending,2022-04-10,Rahul Sharma,PSUSI6158L,rahulsharma.778@gmail.com,916445307546,Mass Retail,Pending
CUST_00779,Arvind Iyer,1979-08-14,HOODS2159D,arvindiyer.779@gmail.com,+916214669127,"862, MG Road",Privileged,Failed,2023-08-20,Arvind Iyer,HOODS2159D,arvindiyer.779@gmail.com,916214669127,Privileged,Failed
CUST_00780,Arvind Mishra,1990-09-03,PEMHV3132Y,arvindmishra.780@yahoo.com,+916100406161,"335, MG Road",Privileged,Completed,2022-05-16,Arvind Mishra,PEMHV3132Y,arvindmishra.780@yahoo.com,916100406161,Privileged,Completed
CUST_00781,Divya Verma,1960-09-25,HQDYL9332Z,divyaverma.781@yahoo.com,+919887620957,"241, Station Road",Mass Retail,Completed,2023-11-27,Divya Verma,HQDYL9332Z,divyaverma.781@yahoo.com,919887620957,Mass Retail,Completed
CUST_00782,Priya Agarwal,1963-02-07,RKDEI8704C,priyaagarwal.782@apexbankmail.com,+918513352258,"13, Park Street",Mass Retail,Completed,2023-08-21,Priya Agarwal,RKDEI8704C,priyaagarwal.782@apexbankmail.com,918513352258,Mass Retail,Completed
CUST_00783,Lakshmi Rao,1955-04-08,DQUXB9725G,lakshmirao.783@outlook.com,+917650414668,"564, Market Road",Mass Retail,Completed,2021-02-12,Lakshmi Rao,DQUXB9725G,lakshmirao.783@outlook.com,917650414668,Mass Retail,Completed
CUST_00784,Arjun Naidu,1975-03-16,EBJEW7871N,arjunnaidu.784@gmail.com,+919182388346,"702, Lake View Road",Wealth,Completed,2025-11-19,Arjun Naidu,EBJEW7871N,arjunnaidu.784@gmail.com,919182388346,Wealth,Completed
CUST_00785,Rakesh Choudhary,1956-06-01,KBCGS1827L,rakeshchoudhary.785@apexbankmail.com,+918459082035,"961, Station Road",Mass Retail,Completed,2023-06-19,Rakesh Choudhary,KBCGS1827L,rakeshchoudhary.785@apexbankmail.com,918459082035,Mass Retail,Completed
CUST_00786,Karan Mishra,1959-11-01,DLLNG9032G,karanmishra.786@gmail.com,+916716409079,"487, Park Street",Mass Retail,Completed,2026-06-15,Karan Mishra,DLLNG9032G,karanmishra.786@gmail.com,916716409079,Mass Retail,Completed
CUST_00787,Shreya Singh,1955-08-02,NVPMF3230N,shreyasingh.787@apexbankmail.com,+916420848405,"383, Lake View Road",Mass Retail,Completed,2021-04-20,Shreya Singh,NVPMF3230N,shreyasingh.787@apexbankmail.com,916420848405,Mass Retail,Completed
CUST_00788,Srinivas Agarwal,1959-12-08,PGTSM9006S,srinivasagarwal.788@outlook.com,+918619261898,"804, Park Street",Mass Retail,Completed,2026-05-20,Srinivas Agarwal,PGTSM9006S,srinivasagarwal.788@outlook.com,918619261898,Mass Retail,Completed
CUST_00789,Sneha Sharma,2001-11-06,SCZNQ8054U,snehasharma.789@outlook.com,+916443445659,"117, MG Road",Privileged,Completed,2025-07-11,Sneha Sharma,SCZNQ8054U,snehasharma.789@outlook.com,916443445659,Privileged,Completed
CUST_00790,Charan Bose,1953-09-25,CUZIT1244A,charanbose.790@outlook.com,+917648533728,"37, MG Road",Wealth,Completed,2023-01-02,Charan Bose,CUZIT1244A,charanbose.790@outlook.com,917648533728,Wealth,Completed
CUST_00791,Ravi Reddy,1965-12-07,PPZVR1535F,ravireddy.791@apexbankmail.com,+919583094071,"838, Station Road",Mass Retail,Completed,2026-07-02,Ravi Reddy,PPZVR1535F,ravireddy.791@apexbankmail.com,919583094071,Mass Retail,Completed
CUST_00792,Arjun Agarwal,1980-09-06,ZDQFD3640H,arjunagarwal.792@outlook.com,+917029182838,"413, Station Road",Wealth,Completed,2025-07-12,Arjun Agarwal,ZDQFD3640H,arjunagarwal.792@outlook.com,917029182838,Wealth,Completed
CUST_00793,Charan Iyer,1988-10-10,VGXXY4657K,charaniyer.793@outlook.com,+919027470971,"975, Park Street",Privileged,Completed,2023-09-28,Charan Iyer,VGXXY4657K,charaniyer.793@outlook.com,919027470971,Privileged,Completed
CUST_00794,Sahil Patel,1993-08-23,FGKIA1242E,sahilpatel.794@outlook.com,+918416307403,"558, Market Road",Mass Retail,Completed,2021-10-24,Sahil Patel,FGKIA1242E,sahilpatel.794@outlook.com,918416307403,Mass Retail,Completed
CUST_00795,Ishita Mishra,1967-10-02,GDRKO6982L,ishitamishra.795@gmail.com,+919532886468,"749, Park Street",Wealth,Completed,2025-06-19,Ishita Mishra,GDRKO6982L,ishitamishra.795@gmail.com,919532886468,Wealth,Completed
CUST_00796,Riya Reddy,1967-06-15,JYKXZ9476Z,riyareddy.796@yahoo.com,+916240876462,"901, Lake View Road",Mass Retail,Completed,2024-06-13,Riya Reddy,JYKXZ9476Z,riyareddy.796@yahoo.com,916240876462,Mass Retail,Completed
CUST_00797,Nikhil Rao,1982-10-02,HHWGN2939W,nikhilrao.797@yahoo.com,+916485262522,"330, Lake View Road",Mass Retail,Completed,2026-05-15,Nikhil Rao,HHWGN2939W,nikhilrao.797@yahoo.com,916485262522,Mass Retail,Completed
CUST_00798,Sahil Mishra,1996-06-01,EYEWM5865M,sahilmishra.798@apexbankmail.com,+918621384151,"477, Lake View Road",Mass Retail,Completed,2023-08-20,Sahil Mishra,EYEWM5865M,sahilmishra.798@apexbankmail.com,918621384151,Mass Retail,Completed
CUST_00799,Kiran Mishra,1956-04-19,DWNWY8594O,kiranmishra.799@outlook.com,+916917841509,"863, Station Road",Privileged,Completed,2021-10-13,Kiran Mishra,DWNWY8594O,kiranmishra.799@outlook.com,916917841509,Privileged,Completed
CUST_00800,Vikas Kulkarni,1980-07-02,HXPVR3007Q,vikaskulkarni.800@apexbankmail.com,+917809268274,"854, Park Street",Privileged,Completed,2021-12-29,Vikas Kulkarni,HXPVR3007Q,vikaskulkarni.800@apexbankmail.com,917809268274,Privileged,Completed
CUST_00801,Charan Kulkarni,1991-06-04,HCQFO4967E,charankulkarni.801@apexbankmail.com,+916102031713,"776, MG Road",Mass Retail,Completed,2024-06-12,Charan Kulkarni,HCQFO4967E,charankulkarni.801@apexbankmail.com,916102031713,Mass Retail,Completed
CUST_00802,Vikas Choudhary,1985-12-24,PHWIM2889X,invalid-email,+918801937411,"925, Market Road",Mass Retail,Completed,2024-08-19,Vikas Choudhary,PHWIM2889X,invalid-email,918801937411,Mass Retail,Completed
CUST_00803,Srinivas Naidu,1966-08-07,SERWF7463P,srinivasnaidu.803@gmail.com,+917535332008,"132, Station Road",Wealth,Completed,2021-01-11,Srinivas Naidu,SERWF7463P,srinivasnaidu.803@gmail.com,917535332008,Wealth,Completed
CUST_00804,Aditya Patel,1975-11-07,RJRKV9632X,adityapatel.804@gmail.com,+919881389745,"252, Lake View Road",Wealth,Completed,2022-01-11,Aditya Patel,RJRKV9632X,adityapatel.804@gmail.com,919881389745,Wealth,Completed
CUST_00805,Arvind Desai,1969-09-21,YNHJC3198A,arvinddesai.805@yahoo.com,+918761262918,"954, Park Street",Mass Retail,Completed,2022-11-17,Arvind Desai,YNHJC3198A,arvinddesai.805@yahoo.com,918761262918,Mass Retail,Completed
CUST_00806,Aditi Rao,1980-05-24,YDQGQ2223K,aditirao.806@yahoo.com,+917427151033,"725, Lake View Road",Mass Retail,Completed,2021-10-01,Aditi Rao,YDQGQ2223K,aditirao.806@yahoo.com,917427151033,Mass Retail,Completed
CUST_00807,Ishita Kumar,2003-12-19,CPRAI2581B,ishitakumar.807@outlook.com,+916663347402,"864, Station Road",Mass Retail,Completed,2025-05-22,Ishita Kumar,CPRAI2581B,ishitakumar.807@outlook.com,916663347402,Mass Retail,Completed
CUST_00808,Harish Verma,1982-07-28,MCCTP8425Z,harishverma.808@yahoo.com,+917832770237,"440, Market Road",Mass Retail,Completed,2021-06-23,Harish Verma,MCCTP8425Z,harishverma.808@yahoo.com,917832770237,Mass Retail,Completed
CUST_00809,Nandini Patel,1968-10-01,ZIEUX6552F,nandinipatel.809@yahoo.com,+916185439321,"285, Park Street",Mass Retail,Completed,2024-10-28,Nandini Patel,ZIEUX6552F,nandinipatel.809@yahoo.com,916185439321,Mass Retail,Completed
CUST_00810,Varun Singh,1996-10-26,VXWBM5215B,varunsingh.810@yahoo.com,+916341425152,"666, Park Street",Privileged,Completed,2025-08-20,Varun Singh,VXWBM5215B,varunsingh.810@yahoo.com,916341425152,Privileged,Completed
CUST_00811,Aditya Nair,1991-07-13,QOYNJ7736O,adityanair.811@apexbankmail.com,+919726551677,"812, Lake View Road",Mass Retail,Completed,2026-02-06,Aditya Nair,QOYNJ7736O,adityanair.811@apexbankmail.com,919726551677,Mass Retail,Completed
CUST_00812,Priya Gupta,1964-01-08,PYURD9139U,priyagupta.812@outlook.com,+918812059019,"155, Lake View Road",Mass Retail,Completed,2025-03-02,Priya Gupta,PYURD9139U,priyagupta.812@outlook.com,918812059019,Mass Retail,Completed
CUST_00813,Riya Kumar,1994-05-20,SRZMD1357W,riyakumar.813@yahoo.com,+919705207193,"582, Park Street",Mass Retail,Completed,2024-06-07,Riya Kumar,SRZMD1357W,riyakumar.813@yahoo.com,919705207193,Mass Retail,Completed
CUST_00814,Karan Rao,1976-10-11,ELBCI5771P,karanrao.814@yahoo.com,+916566460618,"930, Park Street",Mass Retail,Completed,2022-09-08,Karan Rao,ELBCI5771P,karanrao.814@yahoo.com,916566460618,Mass Retail,Completed
CUST_00815,Meera Mishra,1955-11-26,PXIMH8935D,meeramishra.815@outlook.com,+919414776843,"917, Market Road",Privileged,Completed,2022-07-12,Meera Mishra,PXIMH8935D,meeramishra.815@outlook.com,919414776843,Privileged,Completed
CUST_00816,Pooja Nair,2002-01-17,TAIAI1776Z,poojanair.816@outlook.com,+917183840027,"865, Park Street",Privileged,Completed,2025-06-30,Pooja Nair,TAIAI1776Z,poojanair.816@outlook.com,917183840027,Privileged,Completed
CUST_00817,Karan Mishra,1984-08-27,THUWR7227T,karanmishra.817@outlook.com,+916319704492,"897, Park Street",Mass Retail,Completed,2022-02-15,Karan Mishra,THUWR7227T,karanmishra.817@outlook.com,916319704492,Mass Retail,Completed
CUST_00818,Ravi Kulkarni,1971-07-07,VSPVS7948R,ravikulkarni.818@gmail.com,+917709844398,"800, MG Road",Mass Retail,Completed,2023-08-03,Ravi Kulkarni,VSPVS7948R,ravikulkarni.818@gmail.com,917709844398,Mass Retail,Completed
CUST_00819,Srinivas Nair,1951-12-25,POXFX1909C,srinivasnair.819@yahoo.com,+916805112816,"168, MG Road",Privileged,Completed,2021-07-28,Srinivas Nair,POXFX1909C,srinivasnair.819@yahoo.com,916805112816,Privileged,Completed
CUST_00820,Mohan Gupta,1982-11-22,RIBZG5863P,mohangupta.820@apexbankmail.com,+918811809192,"51, MG Road",Mass Retail,Completed,2025-04-29,Mohan Gupta,RIBZG5863P,mohangupta.820@apexbankmail.com,918811809192,Mass Retail,Completed
CUST_00821,Sneha Kulkarni,1982-02-26,PFSSG9513A,snehakulkarni.821@apexbankmail.com,+916168940799,"89, Park Street",Mass Retail,Completed,2025-04-29,Sneha Kulkarni,PFSSG9513A,snehakulkarni.821@apexbankmail.com,916168940799,Mass Retail,Completed
CUST_00822,Kavya Menon,1994-11-10,RCFJO1974D,kavyamenon.822@yahoo.com,+919133764079,"245, Station Road",Privileged,Pending,2026-03-09,Kavya Menon,RCFJO1974D,kavyamenon.822@yahoo.com,919133764079,Privileged,Pending
CUST_00823,Akash Kulkarni,1967-12-17,QFDZU3039G,akashkulkarni.823@apexbankmail.com,+916044896823,"92, Park Street",Mass Retail,Completed,2024-05-21,Akash Kulkarni,QFDZU3039G,akashkulkarni.823@apexbankmail.com,916044896823,Mass Retail,Completed
CUST_00824,Srinivas Naidu,1999-05-24,QJFQU4253Z,srinivasnaidu.824@apexbankmail.com,+916071699434,"472, Park Street",Mass Retail,Completed,2027-06-29,Srinivas Naidu,QJFQU4253Z,srinivasnaidu.824@apexbankmail.com,916071699434,Mass Retail,Completed
CUST_00825,Sahil Choudhary,1953-01-21,OGWWY2981W,sahilchoudhary.825@gmail.com,+919526732779,"654, Market Road",Privileged,Completed,2025-02-24,Sahil Choudhary,OGWWY2981W,sahilchoudhary.825@gmail.com,919526732779,Privileged,Completed
CUST_00826,Neha Choudhary,1978-06-01,LMAHD6242F,nehachoudhary.826@yahoo.com,+916649401086,"847, Market Road",Privileged,Completed,2024-02-11,Neha Choudhary,LMAHD6242F,nehachoudhary.826@yahoo.com,916649401086,Privileged,Completed
CUST_00827,Charan Sharma,1951-12-03,KQDTF2640F,charansharma.827@outlook.com,+918010501031,"126, MG Road",Mass Retail,Failed,2024-09-18,Charan Sharma,KQDTF2640F,charansharma.827@outlook.com,918010501031,Mass Retail,Failed
CUST_00828,Riya Joshi,1977-11-14,EQMIU5914P,riyajoshi.828@gmail.com,+916673010137,"578, Station Road",Mass Retail,Failed,2026-04-20,Riya Joshi,EQMIU5914P,riyajoshi.828@gmail.com,916673010137,Mass Retail,Failed
CUST_00829,Shreya Patel,1961-05-11,DBRMD6320C,shreyapatel.829@gmail.com,+917740802482,"469, Lake View Road",Mass Retail,Completed,2024-01-11,Shreya Patel,DBRMD6320C,shreyapatel.829@gmail.com,917740802482,Mass Retail,Completed
CUST_00830,Sanjay Rao,1995-01-26,TDFIE5923J,sanjayrao.830@outlook.com,+916458625614,"273, Park Street",Wealth,Completed,2025-11-11,Sanjay Rao,TDFIE5923J,sanjayrao.830@outlook.com,916458625614,Wealth,Completed
CUST_00831,Ananya Verma,1964-09-03,FZHIP4087A,ananyaverma.831@outlook.com,+916726993088,"95, MG Road",Mass Retail,Completed,2021-10-20,Ananya Verma,FZHIP4087A,ananyaverma.831@outlook.com,916726993088,Mass Retail,Completed
CUST_00832,Aarav Mishra,1995-07-21,RANBK8314F,aaravmishra.832@yahoo.com,+917089381921,"226, Market Road",Wealth,Completed,2025-07-13,Aarav Mishra,RANBK8314F,aaravmishra.832@yahoo.com,917089381921,Wealth,Completed
CUST_00833,Vivek Verma,1973-10-17,ZPUOT8299B,vivekverma.833@apexbankmail.com,+918309685900,"826, MG Road",Privileged,Completed,2023-06-20,Vivek Verma,ZPUOT8299B,vivekverma.833@apexbankmail.com,918309685900,Privileged,Completed
CUST_00834,Ravi Nair,1990-09-01,MUUPT5724E,ravinair.834@gmail.com,+918942437660,"486, Lake View Road",Mass Retail,Completed,2026-02-10,Ravi Nair,MUUPT5724E,ravinair.834@gmail.com,918942437660,Mass Retail,Completed
CUST_00835,Ishita Kumar,1980-10-15,NTFTY9482B,ishitakumar.835@apexbankmail.com,+919853577697,"147, Station Road",Mass Retail,Completed,2025-01-31,Ishita Kumar,NTFTY9482B,ishitakumar.835@apexbankmail.com,919853577697,Mass Retail,Completed
CUST_00836,Arjun Verma,1970-12-20,TDAGY1235O,arjunverma.836@yahoo.com,+918453361100,"571, Market Road",Mass Retail,Completed,2022-06-26,Arjun Verma,TDAGY1235O,arjunverma.836@yahoo.com,918453361100,Mass Retail,Completed
CUST_00837,Rohan Verma,1992-10-20,NKCJO9029P,rohanverma.837@apexbankmail.com,+918941019694,"463, Lake View Road",Mass Retail,Pending,2026-01-16,Rohan Verma,NKCJO9029P,rohanverma.837@apexbankmail.com,918941019694,Mass Retail,Pending
