Customer_ID,Name,Segment,KYC_Status,Primary_Branch,Primary_RM,Total_Balance,Account_Count,Total_Credit,Total_Debit,Transaction_Count,Days_Since_Last_Transaction,Loan_Count,Total_Loan_Amount,Max_DPD,Has_NPA,Complaint_Count,Recent_Complaint_Count,Average_CSAT,Average_Resolution_TAT,Session_Count,Recent_Session_Count,Days_Since_Last_Login,Silent_Churn_Risk_Index,Risk_Band,Primary_Risk_Reason,Secondary_Risk_Reason,Risk_Archetype,Why_At_Risk,Recommended_Action,Dim1_Value,Dim2_Outflow,Dim3_Digital,Dim4_Service,Dim5_Credit,Dim6_Data_Confidence,Is_High_Value,Is_At_Risk,Is_High_Value_At_Risk
CUST_02087,Ishita Patel,Privileged,Completed,BR047,RM_022,43763.92,1,24551.63,6509.91,8,111,0.0,0.0,,,3.0,0.0,4.33,10.0,18,0,102,47.03,Moderate,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 4.33)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.56,8.36,13.69,13.46,1.96,0.0,False,False,False
CUST_02088,Yash Reddy,Privileged,,BR008,RM_085,20691.45,1,31589.45,925576.24,12,156,0.0,0.0,,,3.0,0.0,4.0,6.0,15,3,46,42.09,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 17/25); Service friction (3 complaints, CSAT: 4.0)",Standard monitoring; no immediate action required,7.97,17.24,1.58,13.34,1.96,0.0,False,False,False
CUST_02089,Aditi Verma,Privileged,Completed,BR012,RM_061,12947.84,1,63561.38,2433413.04,9,817,1.0,1637706.67,1.0,N,0.0,0.0,,,17,0,146,49.25,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20),Standard monitoring; no immediate action required,7.84,17.37,14.9,5.1,4.04,0.0,False,False,False
CUST_02090,Rahul Iyer,Mass Retail,Completed,BR038,RM_069,33401.5,1,31415.18,8862.09,6,136,0.0,0.0,,,0.0,0.0,,,9,1,36,26.01,Low,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,6.59,8.62,3.74,5.1,1.96,0.0,False,False,False
CUST_02091,Vikas Iyer,Mass Retail,Completed,BR032,RM_020,198345.37,2,96042.3,79598.08,24,163,0.0,0.0,,,2.0,0.0,4.5,5.0,10,1,48,44.03,Moderate,HIGH_RECENT_OUTFLOW,,B: High Outflow + Weak Supporting Evidence,High recent debit outflow (score: 16/25),Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,9.99,15.87,4.73,11.48,1.96,0.0,False,False,False
CUST_02092,Rahul Agarwal,Mass Retail,Completed,BR025,RM_033,127266.4,1,158418.0,11388.36,9,48,2.0,8315475.41,15.0,N,1.0,0.0,4.0,6.0,16,0,103,49.43,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,C: Digital Decline + Service Friction,Declining digital engagement (score: 14/20); Credit stress (Max DPD: 15.0),Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.38,8.55,13.72,11.15,5.63,0.0,False,False,False
CUST_02093,Rahul Kumar,Mass Retail,Completed,BR023,RM_090,19976.37,1,27678.03,118468.44,13,201,1.0,2443259.62,7.0,N,3.0,0.0,3.67,5.0,18,2,45,44.53,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,D: Credit Stress Driven Risk,"High recent debit outflow (score: 17/25); Service friction (3 complaints, CSAT: 3.67); Credit stress (Max DPD: 7.0)",Branch credit review; restructuring eligibility check; RM counseling,6.26,16.81,2.73,13.69,5.04,0.0,False,False,False
CUST_02094,Priya Mehta,Mass Retail,Completed,BR029,RM_014,26433.83,2,63014.57,79529.05,21,146,0.0,0.0,,,3.0,0.0,3.67,6.67,15,1,55,44.92,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 16/25); Service friction (3 complaints, CSAT: 3.67)",Standard monitoring; no immediate action required,6.67,15.87,6.27,14.15,1.96,0.0,False,False,False
CUST_02095,Akash Iyer,Privileged,Completed,BR029,RM_028,185609.03,1,72760.56,151042.82,15,210,1.0,166260.13,2.0,N,1.0,1.0,4.0,58.0,15,0,327,65.25,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 17/20); Service friction (1 complaints, CSAT: 4.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,12.46,17.05,16.51,14.98,4.25,0.0,False,True,False
CUST_02096,Kiran Joshi,Mass Retail,Completed,BR003,RM_100,11371.36,1,31277.34,35139.96,12,56,0.0,0.0,,,0.0,0.0,,,20,0,180,35.61,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 16/20),Standard monitoring; no immediate action required,4.43,8.62,15.5,5.1,1.96,0.0,False,False,False
CUST_02097,Shreya Kulkarni,Mass Retail,Completed,BR033,RM_022,15657.09,1,64607.84,27235.84,14,189,1.0,9444626.79,1.0,N,0.0,0.0,,,14,1,39,31.11,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,5.79,11.35,4.83,5.1,4.04,0.0,False,False,False
CUST_02098,Meera Joshi,Privileged,Completed,BR006,RM_023,70468.22,1,58973.18,65955.31,16,125,0.0,0.0,,,1.0,0.0,4.0,5.0,20,0,113,52.51,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,High recent debit outflow (score: 15/25); Declining digital engagement (score: 14/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.45,15.2,14.05,10.85,1.96,0.0,False,True,False
CUST_02099,Manish Joshi,Mass Retail,Completed,BR036,RM_094,8707.67,1,25181.97,157239.32,16,155,1.0,1244230.78,1.0,N,2.0,0.0,3.0,6.0,13,1,37,44.55,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 17/25); Service friction (2 complaints, CSAT: 3.0)",Standard monitoring; no immediate action required,4.77,17.07,4.68,13.99,4.04,0.0,False,False,False
CUST_02100,Kavya Mishra,Mass Retail,Completed,BR043,RM_034,184463.47,2,24215.37,71493.31,15,115,0.0,0.0,,,0.0,0.0,,,11,0,137,47.18,Moderate,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,F: No Dominant Archetype,High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20),Standard monitoring; no immediate action required,9.9,15.51,14.71,5.1,1.96,0.0,False,False,False
CUST_02101,Gaurav Menon,Wealth,Pending,BR028,RM_011,3430145.43,2,97364.48,7852697.13,19,156,1.0,9137173.96,12.0,N,5.0,0.0,3.6,15.6,18,0,98,69.16,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,A: High Value + Multi-Signal Risk,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 14/20); Service friction (5 complaints, CSAT: 3.6); Credit stress (Max DPD: 12.0); High-value customer (Balance: ₹3,430,145)",Priority RM outreach within 48 hours; personalized retention offer; fee waiver review,15.93,17.89,13.55,15.48,5.48,0.83,True,True,True
CUST_02102,Lakshmi Kulkarni,Mass Retail,Completed,BR022,RM_060,35869.6,1,19559.14,22475.96,11,52,2.0,10622183.45,21.0,N,3.0,0.0,4.33,11.0,15,1,74,41.39,Moderate,RECENT_SERVICE_FRICTION,CREDIT_STRESS,D: Credit Stress Driven Risk,"Service friction (3 complaints, CSAT: 4.33); Credit stress (Max DPD: 21.0)",Branch credit review; restructuring eligibility check; RM counseling,8.24,6.57,7.22,13.56,5.8,0.0,False,False,False
CUST_02103,Raj Singh,Mass Retail,Completed,BR005,RM_001,13469.05,2,21706.0,158930.17,15,170,1.0,1412668.96,7.0,N,2.0,0.0,4.5,5.5,10,0,236,55.95,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,High recent debit outflow (score: 17/25); Declining digital engagement (score: 16/20); Credit stress (Max DPD: 7.0),Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.11,17.08,16.08,11.64,5.04,0.0,False,True,False
CUST_02104,Arvind Gupta,Mass Retail,Pending,BR009,RM_009,41698.68,2,67223.46,81573.28,25,186,1.0,2866900.02,2.0,N,1.0,0.0,3.0,6.0,15,3,45,43.49,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 16/25); Service friction (1 complaints, CSAT: 3.0)",Standard monitoring; no immediate action required,8.4,15.96,1.51,12.54,4.25,0.83,False,False,False
CUST_02105,Rakesh Mishra,Mass Retail,Completed,BR014,RM_050,951.59,1,39426.62,15787.15,9,37,0.0,0.0,,,2.0,0.0,5.0,6.5,22,1,39,30.23,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,2.53,9.34,6.01,10.39,1.96,0.0,False,False,False
CUST_02106,Pooja Nair,Mass Retail,Completed,BR021,RM_028,17593.94,1,77873.01,19928.44,12,54,1.0,532047.3,14.0,N,1.0,0.0,4.0,7.0,13,1,88,40.18,Moderate,CREDIT_STRESS,,D: Credit Stress Driven Risk,Credit stress (Max DPD: 14.0),Branch credit review; restructuring eligibility check; RM counseling,6.0,9.8,7.39,11.41,5.58,0.0,False,False,False
CUST_02107,Srinivas Menon,Mass Retail,Completed,BR023,RM_024,21288.4,2,138949.13,112526.16,30,230,0.0,0.0,,,2.0,0.0,3.5,12.5,17,1,68,46.71,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 17/25); Service friction (2 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,6.24,16.72,7.39,14.4,1.96,0.0,False,False,False
CUST_02108,Srinivas Verma,Mass Retail,Pending,BR050,RM_020,244515.37,4,150763.26,144520.45,50,99,0.0,0.0,,,1.0,0.0,1.0,66.0,12,0,144,60.83,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 1.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,11.38,17.02,14.87,14.77,1.96,0.83,False,True,False
CUST_02109,Shreya Naidu,Wealth,Completed,BR016,RM_042,1275798.48,2,326365.73,10744347.0,32,91,0.0,0.0,,,0.0,0.0,,,21,0,97,53.59,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,A: High Value + Multi-Signal Risk,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 14/20); High-value customer (Balance: ₹1,275,798)",Priority RM outreach within 48 hours; personalized retention offer; fee waiver review,15.07,17.94,13.52,5.1,1.96,0.0,True,True,True
CUST_02110,Harish Agarwal,Privileged,Completed,BR014,RM_034,88846.47,2,105607.19,78819.92,21,129,1.0,7074994.16,1.0,N,2.0,0.0,3.5,5.5,12,0,138,60.03,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 3.5)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,12.14,15.84,14.73,13.28,4.04,0.0,False,True,False
CUST_02111,Divya Choudhary,Privileged,Completed,BR010,RM_016,52549.04,2,64320.46,2169135.91,23,141,0.0,0.0,,,3.0,0.0,4.67,4.33,13,1,53,47.42,Moderate,HIGH_RECENT_OUTFLOW,,B: High Outflow + Weak Supporting Evidence,High recent debit outflow (score: 17/25),Monitor for 30 days; do NOT classify as churn risk without additional signals; investigate purpose of outflow,10.53,17.35,5.72,11.86,1.96,0.0,False,False,False
CUST_02112,Neha Joshi,Mass Retail,Completed,BR027,RM_002,22838.73,2,30103.65,32401.76,13,65,0.0,0.0,,,1.0,0.0,2.0,5.0,7,1,64,33.59,Moderate,RECENT_SERVICE_FRICTION,LOW_CSAT,F: No Dominant Archetype,"Service friction (1 complaints, CSAT: 2.0)",Standard monitoring; no immediate action required,6.4,7.29,5.05,12.89,1.96,0.0,False,False,False
CUST_02113,Rahul Gupta,Mass Retail,Completed,BR019,RM_018,6681.54,1,77527.98,43065.01,17,49,3.0,8026436.41,6.0,N,0.0,0.0,,,11,0,156,44.96,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 15/20),Standard monitoring; no immediate action required,5.9,13.95,15.1,5.1,4.91,0.0,False,False,False
CUST_02114,Akash Singh,Mass Retail,Completed,BR023,RM_088,66986.44,2,54160.02,53037.29,14,70,0.0,0.0,,,2.0,0.0,3.5,3.0,18,0,136,52.26,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 3.5)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,8.55,14.54,14.69,12.52,1.96,0.0,False,True,False
CUST_02115,Kavya Verma,Mass Retail,Completed,BR014,RM_014,16466.36,1,36880.12,37271.63,9,237,0.0,0.0,,,0.0,0.0,,,18,0,109,38.85,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 14/20),Standard monitoring; no immediate action required,5.13,12.74,13.92,5.1,1.96,0.0,False,False,False
CUST_02116,Lakshmi Choudhary,Mass Retail,Completed,BR049,RM_092,50650.25,1,431.38,53366.49,10,538,0.0,0.0,,,0.0,0.0,,,17,1,48,35.1,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,7.46,14.31,6.27,5.1,1.96,0.0,False,False,False
CUST_02117,Vivek Sharma,Privileged,Pending,BR011,RM_010,155837.56,2,81991.11,41504.18,20,157,0.0,0.0,,,0.0,0.0,,,13,1,38,37.99,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,12.11,13.23,4.76,5.1,1.96,0.83,False,False,False
CUST_02118,Varun Choudhary,Privileged,Completed,BR023,RM_090,69906.61,1,53938.31,19912.17,13,351,0.0,0.0,,,1.0,0.0,3.0,6.0,20,3,73,38.39,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (1 complaints, CSAT: 3.0)",Standard monitoring; no immediate action required,10.43,10.23,3.23,12.54,1.96,0.0,False,False,False
CUST_02119,Divya Kumar,Privileged,Completed,BR029,RM_013,54013.97,1,39152.42,15391.8,10,425,0.0,0.0,,,2.0,0.0,2.5,7.5,13,0,176,51.72,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 15/20); Service friction (2 complaints, CSAT: 2.5)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.98,9.54,15.45,14.79,1.96,0.0,False,True,False
CUST_02120,Kiran Bose,Privileged,Completed,BR014,RM_005,176733.7,2,45920.73,3014270.73,30,87,1.0,1679542.22,12.0,N,0.0,0.0,,,9,0,263,54.7,High,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,D: Credit Stress Driven Risk,Declining digital engagement (score: 16/20); Credit stress (Max DPD: 12.0),Branch credit review; restructuring eligibility check; RM counseling,13.01,14.86,16.25,5.1,5.48,0.0,False,True,False
CUST_02121,Karan Iyer,Mass Retail,Completed,BR028,RM_019,191787.45,3,132768.09,81319.49,36,52,0.0,0.0,,,1.0,0.0,2.0,2.0,16,0,158,56.25,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 17/25); Declining digital engagement (score: 15/20); Service friction (1 complaints, CSAT: 2.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,10.55,16.58,15.13,12.03,1.96,0.0,False,True,False
CUST_02122,Sneha Kulkarni,Mass Retail,,BR012,RM_028,3779.73,1,47618.21,18776.48,11,76,0.0,0.0,,,2.0,0.0,5.0,1.5,15,1,39,25.26,Low,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,3.03,6.02,5.25,9.0,1.96,0.0,False,False,False
CUST_02123,Arjun Verma,Mass Retail,Completed,BR002,RM_013,23900.19,2,151912.77,63577.75,28,34,1.0,6191094.64,2.0,N,2.0,0.0,4.0,5.5,19,2,28,36.16,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (2 complaints, CSAT: 4.0)",Standard monitoring; no immediate action required,7.23,10.7,1.52,12.46,4.25,0.0,False,False,False
CUST_02124,Ananya Choudhary,Wealth,Failed,BR032,RM_022,1860195.99,2,19024.67,10884446.46,15,120,0.0,0.0,,,0.0,0.0,,,16,0,180,57.31,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,A: High Value + Multi-Signal Risk,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 16/20); High-value customer (Balance: ₹1,860,196)",Priority RM outreach within 48 hours; personalized retention offer; fee waiver review,15.13,17.95,15.5,5.1,1.96,1.67,True,True,True
CUST_02125,Sneha Naidu,Mass Retail,Completed,BR011,RM_094,13441.64,1,39547.63,1767.54,9,183,0.0,0.0,,,1.0,0.0,5.0,9.0,12,1,65,30.3,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,4.76,8.05,6.08,9.45,1.96,0.0,False,False,False
CUST_02126,Rakesh Sharma,Mass Retail,Completed,BR020,RM_018,4843.83,2,86361.83,42636.83,21,40,0.0,0.0,,,1.0,0.0,4.0,1.0,15,1,51,32.06,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,3.88,10.39,6.02,9.81,1.96,0.0,False,False,False
CUST_02127,Vivek Nair,Mass Retail,Completed,BR040,RM_074,46640.92,1,67028.96,20113.21,13,89,0.0,0.0,,,1.0,0.0,4.0,17.0,14,1,51,37.56,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (1 complaints, CSAT: 4.0)",Standard monitoring; no immediate action required,7.29,10.43,5.6,12.28,1.96,0.0,False,False,False
CUST_02128,Aditi Mishra,Mass Retail,Completed,BR047,RM_044,51343.7,1,55368.22,60549.34,15,198,0.0,0.0,,,5.0,1.0,3.0,6.6,12,0,91,55.32,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 13/20); Service friction (5 complaints, CSAT: 3.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.48,14.85,13.3,17.73,1.96,0.0,False,True,False
CUST_02129,Rahul Iyer,Privileged,Completed,BR008,RM_060,268735.25,2,40628.75,117059.56,23,85,0.0,0.0,,,3.0,2.0,4.0,8.33,16,3,33,49.03,Moderate,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 17/25); Service friction (3 complaints, CSAT: 4.0)",Standard monitoring; no immediate action required,12.65,17.25,0.69,16.48,1.96,0.0,False,False,False
CUST_02130,Bhavya Nair,Mass Retail,Completed,BR009,RM_031,189162.25,2,73945.47,65933.7,26,217,0.0,0.0,,,1.0,0.0,3.0,3.0,14,0,251,54.92,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,High recent debit outflow (score: 15/25); Declining digital engagement (score: 16/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,9.94,15.2,16.18,11.64,1.96,0.0,False,True,False
CUST_02131,Srinivas Reddy,Mass Retail,Completed,BR016,RM_022,16693.48,1,19502.06,32692.03,7,823,1.0,2285075.74,6.0,N,0.0,0.0,,,12,0,100,41.67,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 14/20),Standard monitoring; no immediate action required,5.9,12.14,13.62,5.1,4.91,0.0,False,False,False
CUST_02132,Mohan Agarwal,Mass Retail,Completed,BR028,RM_078,14209.16,1,39857.02,53054.58,9,194,0.0,0.0,,,1.0,0.0,3.0,9.0,9,0,366,50.89,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 17/20); Service friction (1 complaints, CSAT: 3.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.86,14.29,16.6,13.18,1.96,0.0,False,True,False
CUST_02133,Rohan Menon,Wealth,Completed,BR032,RM_049,483395.57,1,7582.68,36736.59,9,154,1.0,9916559.71,4.0,N,2.0,0.0,4.5,2.0,10,0,102,56.54,High,DIGITAL_ENGAGEMENT_DECLINE,,C: Digital Decline + Service Friction,Declining digital engagement (score: 14/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,14.93,12.68,13.69,10.62,4.62,0.0,True,True,True
CUST_02134,Mohan Mehta,Wealth,Pending,BR021,RM_049,516557.68,2,88722.62,36383.52,20,49,1.0,617983.67,15.0,N,2.0,0.0,4.5,4.0,16,1,59,50.82,High,CREDIT_STRESS,HIGH_CUSTOMER_VALUE,D: Credit Stress Driven Risk,"Credit stress (Max DPD: 15.0); High-value customer (Balance: ₹516,558)",Branch credit review; restructuring eligibility check; RM counseling,15.56,11.14,6.5,11.16,5.63,0.83,True,True,True
CUST_02135,Divya Reddy,Mass Retail,Completed,BR037,RM_003,2663.3,1,37419.25,53508.68,13,54,0.0,0.0,,,2.0,0.0,3.5,3.5,24,2,64,35.53,Moderate,RECENT_SERVICE_FRICTION,,F: No Dominant Archetype,"Service friction (2 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,2.8,13.73,4.38,12.66,1.96,0.0,False,False,False
CUST_02136,Raj Verma,Mass Retail,Pending,BR002,RM_039,12966.33,2,82119.62,89867.77,24,107,0.0,0.0,,,1.0,1.0,4.0,3.0,13,0,238,53.15,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 16/25); Declining digital engagement (score: 16/20); Service friction (1 complaints, CSAT: 4.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.29,16.23,16.1,12.74,1.96,0.83,False,True,False
CUST_02137,Meera Patel,Mass Retail,Completed,BR014,RM_065,19519.34,2,40344.61,93431.84,20,60,1.0,461501.1,1.0,N,3.0,0.0,3.67,3.0,15,0,208,53.09,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 16/20); Service friction (3 complaints, CSAT: 3.67)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.81,13.32,15.83,13.09,4.04,0.0,False,True,False
CUST_02138,Aarav Desai,Mass Retail,Completed,BR006,RM_010,19288.07,2,247806.28,16642.77,20,37,1.0,1444705.42,15.0,N,1.0,0.0,4.0,10.0,17,0,104,44.79,Moderate,DIGITAL_ENGAGEMENT_DECLINE,CREDIT_STRESS,C: Digital Decline + Service Friction,Declining digital engagement (score: 14/20); Credit stress (Max DPD: 15.0),Digital remediation + service recovery; proactive complaint follow-up; app UX review,6.79,6.7,13.75,11.92,5.63,0.0,False,False,False
CUST_02139,Riya Agarwal,Mass Retail,Completed,BR042,RM_089,4053.61,1,36436.88,11389.18,10,155,0.0,0.0,,,0.0,0.0,,,18,1,44,25.13,Low,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,3.09,8.96,6.02,5.1,1.96,0.0,False,False,False
CUST_02140,Pooja Sharma,Privileged,Pending,BR026,RM_015,89513.91,1,17039.41,24908.07,10,245,0.0,0.0,,,0.0,0.0,,,17,1,81,37.65,Moderate,NO_SIGNIFICANT_SIGNAL,,F: No Dominant Archetype,No significant risk signals,Standard monitoring; no immediate action required,10.8,11.0,7.96,5.1,1.96,0.83,False,False,False
CUST_02141,Yash Desai,Mass Retail,Completed,BR016,RM_094,29259.49,1,52382.26,15116.81,15,55,0.0,0.0,,,0.0,0.0,,,16,0,190,33.83,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 16/20),Standard monitoring; no immediate action required,6.31,4.82,15.64,5.1,1.96,0.0,False,False,False
CUST_02142,Meera Menon,Privileged,Completed,BR021,RM_014,1511221.2,3,114859.36,5780042.24,29,162,0.0,0.0,,,1.0,0.0,3.0,11.0,22,1,55,53.98,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 18/25); Service friction (1 complaints, CSAT: 3.0)",Standard monitoring; no immediate action required,13.9,17.69,7.02,13.41,1.96,0.0,True,True,True
CUST_02143,Yash Patel,Mass Retail,Completed,BR013,RM_007,11236.19,2,71073.83,103594.89,22,46,1.0,538494.56,1.0,N,1.0,0.0,2.0,12.0,17,0,110,56.04,High,HIGH_RECENT_OUTFLOW,DIGITAL_ENGAGEMENT_DECLINE,C: Digital Decline + Service Friction,"High recent debit outflow (score: 18/25); Declining digital engagement (score: 14/20); Service friction (1 complaints, CSAT: 2.0)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,5.76,18.15,13.96,14.13,4.04,0.0,False,True,False
CUST_02144,Arjun Sharma,Mass Retail,Completed,BR006,RM_050,3514.9,2,59675.51,11113.33,11,118,1.0,9068008.08,0.0,N,3.0,0.0,4.33,2.33,10,0,155,41.92,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,C: Digital Decline + Service Friction,Declining digital engagement (score: 15/20),Digital remediation + service recovery; proactive complaint follow-up; app UX review,4.32,8.92,15.08,11.64,1.96,0.0,False,False,False
CUST_02145,Nikhil Gupta,Mass Retail,Completed,BR028,RM_051,50555.87,3,132933.77,98134.32,40,61,1.0,1208775.44,2.0,N,2.0,0.0,3.5,9.0,8,1,87,50.87,High,HIGH_RECENT_OUTFLOW,RECENT_SERVICE_FRICTION,F: No Dominant Archetype,"High recent debit outflow (score: 17/25); Service friction (2 complaints, CSAT: 3.5)",Standard monitoring; no immediate action required,9.41,16.88,6.26,14.07,4.25,0.0,False,True,False
CUST_02146,Sahil Bose,Mass Retail,Completed,BR019,RM_016,31175.95,2,59656.13,57642.12,28,315,0.0,0.0,,,3.0,0.0,3.33,9.33,12,0,98,52.26,High,DIGITAL_ENGAGEMENT_DECLINE,RECENT_SERVICE_FRICTION,C: Digital Decline + Service Friction,"Declining digital engagement (score: 14/20); Service friction (3 complaints, CSAT: 3.33)",Digital remediation + service recovery; proactive complaint follow-up; app UX review,7.05,14.66,13.55,15.04,1.96,0.0,False,True,False
CUST_02147,Kiran Menon,Mass Retail,Completed,BR010,RM_044,14906.07,2,46687.26,59187.55,25,31,0.0,0.0,,,1.0,0.0,5.0,3.0,15,0,122,41.79,Moderate,DIGITAL_ENGAGEMENT_DECLINE,,F: No Dominant Archetype,Declining digital engagement (score: 14/20),Standard monitoring; no immediate action required,5.54,12.04,14.34,7.91,1.96,0.0,False,False,False
